Gmina,Powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,Województwo,Grupa wiekowa,Liczba ludności,Pacjenci w pełni zaszczepieni,% pacjentów zaszczepionych pełną dawką,Pacjenci zaszczepieni przynajmniej jedną dawką
gm.m-w. Trzciel,międzyrzecki,514,49,475,785,533,lubuskie,:,6365,1180,"18,54%",2356
gm.w. Kiernozia,łowicki,288,24,200,360,277,łódzkie,:,3339,619,"18,54%",1149
gm.w. Zembrzyce,suski,453,33,415,663,406,małopolskie,:,5611,1040,"18,54%",1970
gm.w. Mała Wieś,płocki,498,12,326,679,439,mazowieckie,:,5913,1096,"18,54%",1954
m. Grajewo,grajewski,1489,80,961,1864,1599,podlaskie,:,21709,4022,"18,53%",5993
gm.m-w. Skoki,wągrowiecki,581,65,783,1201,842,wielkopolskie,:,9822,1820,"18,53%",3472
gm.w. Gorzyce,tarnobrzeski,841,46,679,1120,1001,podkarpackie,:,13050,2417,"18,52%",3687
gm.w. Mszana,wodzisławski,577,59,582,917,578,śląskie,:,7684,1423,"18,52%",2713
gm.m-w. Tychowo,białogardzki,461,29,349,554,593,zachodniopomorskie,:,6718,1244,"18,52%",1986
gm.w. Pęcław,głogowski,138,14,121,216,208,dolnośląskie,:,2210,409,"18,51%",697
gm.w. Gaworzyce,polkowicki,262,26,210,448,309,dolnośląskie,:,3959,733,"18,51%",1255
gm.w. Solina,leski,397,12,218,454,373,podkarpackie,:,5310,983,"18,51%",1454
gm.w. Subkowy,tczewski,309,40,366,684,387,pomorskie,:,5499,1018,"18,51%",1786
gm.w. Janowiec Kościelny,nidzicki,229,15,143,337,260,warmińsko-mazurskie,:,3193,591,"18,51%",984
gm.w. Promna,białobrzeski,446,25,338,610,415,mazowieckie,:,5540,1025,"18,50%",1834
gm.w. Rytwiany,staszowski,459,42,393,714,492,świętokrzyskie,:,6340,1173,"18,50%",2100
gm.m-w. Jastrowie,złotowski,947,60,567,1206,1068,wielkopolskie,:,11415,2112,"18,50%",3848
gm.w. Górzyca,słubicki,280,23,263,527,344,lubuskie,:,4289,793,"18,49%",1437
gm.w. Grodzisk,siemiatycki,444,14,149,326,240,podlaskie,:,4134,764,"18,48%",1173
gm.w. Rościszewo,sierpecki,322,9,195,476,290,mazowieckie,:,4098,757,"18,47%",1292
gm.w. Wierzbica,chełmski,368,26,256,476,380,lubelskie,:,5000,923,"18,46%",1506
gm.w. Tuplice,żarski,263,20,209,373,312,lubuskie,:,3022,558,"18,46%",1177
gm.w. Tczew,tczewski,678,130,1282,2010,966,pomorskie,:,15335,2831,"18,46%",5066
gm.m-w. Wiązów,strzeliński,529,49,483,878,615,dolnośląskie,:,7041,1299,"18,45%",2554
gm.w. Rusinów,przysuski,362,13,200,496,319,mazowieckie,:,4232,781,"18,45%",1390
gm.w. Lubiewo,tucholski,439,48,395,677,448,kujawsko-pomorskie,:,6008,1108,"18,44%",2007
gm.w. Janów,częstochowski,428,28,338,624,479,śląskie,:,5958,1098,"18,43%",1897
gm.w. Oksa,jędrzejowski,445,24,263,526,420,świętokrzyskie,:,4533,835,"18,42%",1678
gm.w. Fałków,konecki,470,11,198,354,360,świętokrzyskie,:,4328,797,"18,42%",1393
gm.w. Baranów,kępiński,521,67,695,1021,594,wielkopolskie,:,8020,1477,"18,42%",2898
gm.m-w. Radków,kłodzki,680,39,492,838,779,dolnośląskie,:,8968,1651,"18,41%",2828
gm.w. Łaskarzew,garwoliński,301,37,375,591,368,mazowieckie,:,5447,1003,"18,41%",1672
gm.w. Bejsce,kazimierski,302,11,228,383,263,świętokrzyskie,:,3982,733,"18,41%",1187
gm.w. Konstantynów,bialski,274,12,245,412,313,lubelskie,:,4060,747,"18,40%",1256
gm.w. Góra Świętej Małgorz,łęczycki,390,10,234,482,283,łódzkie,:,4336,798,"18,40%",1399
gm.w. Gorzyce,wodzisławski,1570,196,1393,2299,1449,śląskie,:,21370,3932,"18,40%",6908
gm.w. Pakosław,rawicki,348,19,279,426,375,wielkopolskie,:,4902,902,"18,40%",1447
gm.w. Skrwilno,rypiński,508,27,291,550,446,kujawsko-pomorskie,:,5851,1076,"18,39%",1822
gm.w. Krościenko Wyżne,krośnieński,335,29,292,569,347,podkarpackie,:,5601,1030,"18,39%",1572
gm.w. Rzeczyca,tomaszowski,415,27,252,462,353,łódzkie,:,4609,847,"18,38%",1509
gm.w. Dębica,dębicki,1551,145,1407,2582,1511,podkarpackie,:,25880,4757,"18,38%",7196
gm.w. Wilczyn,koniński,447,37,350,622,474,wielkopolskie,:,6182,1136,"18,38%",1930
gm.w. Urszulin,włodawski,280,15,205,384,331,lubelskie,:,4164,765,"18,37%",1215
gm.m-w. Strzelno,mogileński,926,53,743,1334,952,kujawsko-pomorskie,:,11524,2116,"18,36%",4008
gm.w. Miedzna,węgrowski,336,12,200,363,322,mazowieckie,:,3801,698,"18,36%",1233
gm.m-w. Jaraczewo,jarociński,604,29,404,730,636,wielkopolskie,:,8021,1473,"18,36%",2403
gm.w. Wartkowice,poddębicki,500,40,427,718,459,łódzkie,:,6239,1144,"18,34%",2144
gm.m-w. Byczyna,kluczborski,731,64,673,1065,760,opolskie,:,9170,1682,"18,34%",3293
gm.w. Niegowa,myszkowski,447,26,306,568,417,śląskie,:,5604,1028,"18,34%",1764
gm.w. Radowo Małe,łobeski,294,17,218,373,290,zachodniopomorskie,:,3577,656,"18,34%",1192
gm.w. Grabów nad Pilicą,kozienicki,274,19,222,472,304,mazowieckie,:,3919,718,"18,32%",1291
gm.w. Osie,świecki,392,30,328,585,461,kujawsko-pomorskie,:,5511,1009,"18,31%",1796
gm.w. Wiązownica,jarosławski,588,61,585,1080,717,podkarpackie,:,11743,2149,"18,30%",3031
gm.w. Gać,przeworski,318,28,232,431,297,podkarpackie,:,4576,837,"18,29%",1306
gm.m-w. Osiek,staszowski,595,31,383,764,527,świętokrzyskie,:,7622,1394,"18,29%",2300
gm.w. Widuchowa,gryfiński,371,19,281,569,485,zachodniopomorskie,:,5391,986,"18,29%",1725
gm.w. Haczów,brzozowski,606,39,391,732,598,podkarpackie,:,9114,1666,"18,28%",2366
gm.w. Chłopice,jarosławski,375,15,245,478,367,podkarpackie,:,5524,1010,"18,28%",1480
gm.m-w. Jedlicze,krośnieński,1052,55,757,1409,1062,podkarpackie,:,15335,2803,"18,28%",4335
gm.w. Rutka-Tartak,suwalski,175,22,124,241,138,podlaskie,:,2330,426,"18,28%",700
gm.m-w. Chocianów,polkowicki,889,91,808,1318,1123,dolnośląskie,:,12721,2324,"18,27%",4229
gm.w. Pawłowice,pszczyński,944,149,1390,2218,1453,śląskie,:,18156,3317,"18,27%",6154
gm.w. Gąsawa,żniński,384,29,329,493,441,kujawsko-pomorskie,:,5215,952,"18,26%",1676
gm.w. Czernice Borowe,przasnyski,295,17,241,410,304,mazowieckie,:,3767,688,"18,26%",1267
gm.w. Obrowo,toruński,850,183,1630,2707,1184,kujawsko-pomorskie,:,18299,3339,"18,25%",6554
gm.w. Mniszków,opoczyński,368,20,274,482,322,łódzkie,:,4750,867,"18,25%",1466
gm.w. Igołomia-Wawrzeńczyc,krakowski,614,55,563,923,712,małopolskie,:,7728,1410,"18,25%",2867
gm.w. Czarna Dąbrówka,bytowski,365,32,235,529,480,pomorskie,:,5946,1085,"18,25%",1641
gm.w. Lgota Wielka,radomszczański,333,16,234,386,300,łódzkie,:,4262,777,"18,23%",1269
gm.w. Świerczów,namysłowski,279,8,185,318,309,opolskie,:,3259,594,"18,23%",1099
gm.w. Imielno,jędrzejowski,423,24,291,378,381,świętokrzyskie,:,4301,784,"18,23%",1497
gm.w. Czerwin,ostrołęcki,431,13,245,450,388,mazowieckie,:,5054,921,"18,22%",1527
gm.w. Parchowo,bytowski,248,23,246,453,281,pomorskie,:,3842,700,"18,22%",1251
gm.w. Hażlach,cieszyński,688,105,844,1413,850,śląskie,:,10919,1989,"18,22%",3900
gm.w. Budry,węgorzewski,239,13,170,318,228,warmińsko-mazurskie,:,2760,503,"18,22%",968
gm.w. Słupia,skierniewicki,245,16,144,192,199,łódzkie,:,2609,475,"18,21%",796
gm.w. Odrzywół,przysuski,333,8,204,283,269,mazowieckie,:,3695,673,"18,21%",1097
gm.w. Chybie,cieszyński,728,75,694,1235,866,śląskie,:,9832,1790,"18,21%",3598
gm.w. Lubasz,czarnkowsko-trzcianecki,554,47,636,1098,548,wielkopolskie,:,7686,1400,"18,21%",2883
gm.w. Osiek,brodnicki,288,23,214,407,276,kujawsko-pomorskie,:,4022,732,"18,20%",1208
gm.m-w. Świerzawa,złotoryjski,600,39,400,714,692,dolnośląskie,:,7484,1361,"18,19%",2445
gm.w. Strzegowo,mławski,572,28,384,684,558,mazowieckie,:,7415,1349,"18,19%",2226
gm.w. Sieradz,sieradzki,703,55,763,1307,757,łódzkie,:,10801,1964,"18,18%",3585
gm.w. Nowinka,augustowski,263,15,116,262,190,podlaskie,:,2942,535,"18,18%",846
gm.m-w. Józefów nad Wisłą,opolski,557,30,260,517,494,lubelskie,:,6466,1175,"18,17%",1858
gm.w. Kamiennik,nyski,235,27,194,368,293,opolskie,:,3407,619,"18,17%",1117
gm.m-w. Leśnica,strzelecki,545,70,530,810,475,opolskie,:,7522,1366,"18,16%",2430
gm.m-w. Pierzchnica,kielecki,351,27,259,452,349,świętokrzyskie,:,4636,842,"18,16%",1438
gm.w. Grabowo,kolneński,238,11,152,277,210,podlaskie,:,3372,612,"18,15%",888
gm.m-w. Miejska Górka,rawicki,755,36,476,996,753,wielkopolskie,:,9233,1676,"18,15%",3016
gm.w. Kiwity,lidzbarski,228,24,195,319,240,warmińsko-mazurskie,:,3252,590,"18,14%",1006
gm.w. Drawsko,czarnkowsko-trzcianecki,457,25,340,621,488,wielkopolskie,:,5765,1046,"18,14%",1931
gm.m-w. Wschowa,wschowski,1733,136,1315,2258,1763,lubuskie,:,20955,3800,"18,13%",7205
gm.w. Brzeźnica,wadowicki,669,68,818,1178,673,małopolskie,:,10521,1907,"18,13%",3406
gm.m-w. Lesko,leski,845,73,480,1089,766,podkarpackie,:,11262,2042,"18,13%",3253
gm.w. Suchy Dąb,gdański,219,29,329,538,286,pomorskie,:,4248,770,"18,13%",1401
gm.w. Ujazd,tomaszowski,566,41,451,725,556,łódzkie,:,7706,1396,"18,12%",2339
gm.w. Skomlin,wieluński,243,23,202,383,270,łódzkie,:,3267,592,"18,12%",1121
gm.w. Miastków Kościelny,garwoliński,405,34,283,535,364,mazowieckie,:,4835,876,"18,12%",1621
gm.w. Kolno,olsztyński,217,12,139,359,270,warmińsko-mazurskie,:,3085,559,"18,12%",997
gm.w. Bieliny,kielecki,586,56,690,1119,733,świętokrzyskie,:,10260,1857,"18,10%",3184
gm.w. Chojnów,legnicki,649,53,546,1069,776,dolnośląskie,:,9517,1722,"18,09%",3093
gm.w. Papowo Biskupie,chełmiński,322,19,219,423,320,kujawsko-pomorskie,:,4300,778,"18,09%",1303
gm.w. Cyców,łęczyński,502,43,387,705,501,lubelskie,:,7879,1425,"18,09%",2138
gm.w. Strzeleczki,krapkowicki,496,47,458,696,446,opolskie,:,7341,1328,"18,09%",2143
gm.w. Wręczyca Wielka,kłobucki,1341,125,1129,2118,1288,śląskie,:,17861,3231,"18,09%",6001
gm.w. Piaski,gostyński,642,47,569,1022,618,wielkopolskie,:,8613,1558,"18,09%",2898
gm.w. Budzyń,chodzieski,551,45,484,926,768,wielkopolskie,:,8494,1536,"18,08%",2774
gm.w. Kotlin,jarociński,552,51,498,847,617,wielkopolskie,:,7390,1336,"18,08%",2565
gm.w. Blizanów,kaliski,671,78,657,1129,761,wielkopolskie,:,9932,1796,"18,08%",3296
gm.w. Abramów,lubartowski,347,23,192,384,294,lubelskie,:,4029,728,"18,07%",1240
gm.w. Jordanów,suski,678,56,693,1053,716,małopolskie,:,11240,2031,"18,07%",3197
gm.m-w. Debrzno,człuchowski,725,73,504,888,696,pomorskie,:,8959,1619,"18,07%",2886
gm.m-w. Koprzywnica,sandomierski,560,25,376,625,569,świętokrzyskie,:,6537,1181,"18,07%",2155
gm.m-w. Grabów nad Prosną,ostrzeszowski,600,51,436,811,563,wielkopolskie,:,7777,1405,"18,07%",2461
gm.m-w. Dębno,myśliborski,1448,145,1126,2101,1570,zachodniopomorskie,:,20386,3683,"18,07%",6390
gm.w. Dziemiany,kościerski,251,36,282,495,317,pomorskie,:,4425,799,"18,06%",1381
gm.m-w. Chodecz,włocławski,468,21,344,618,479,kujawsko-pomorskie,:,5972,1078,"18,05%",1930
gm.m-w. Janowiec Wielkopol,żniński,771,36,489,798,775,kujawsko-pomorskie,:,8883,1603,"18,05%",2869
gm.w. Sękowa,gorlicki,324,28,281,509,343,małopolskie,:,4937,891,"18,05%",1485
gm.m-w. Zaklików,stalowowolski,658,24,418,832,639,podkarpackie,:,8497,1534,"18,05%",2571
gm.w. Dzierzążnia,płoński,262,21,215,365,256,mazowieckie,:,3586,647,"18,04%",1119
gm.w. Markowa,łańcucki,393,26,393,512,375,podkarpackie,:,6480,1169,"18,04%",1699
gm.w. Krasiczyn,przemyski,258,29,311,495,318,podkarpackie,:,5172,933,"18,04%",1411
gm.w. Dynów,rzeszowski,487,27,319,638,427,podkarpackie,:,6836,1233,"18,04%",1898
gm.w. Kiszkowo,gnieźnieński,399,38,322,618,482,wielkopolskie,:,5470,987,"18,04%",1860
gm.w. Baligród,leski,233,12,139,294,219,podkarpackie,:,3150,568,"18,03%",897
gm.w. Konarzyny,chojnicki,142,25,183,296,154,pomorskie,:,2285,412,"18,03%",800
gm.w. Rzeczenica,człuchowski,251,28,197,351,313,pomorskie,:,3633,655,"18,03%",1140
gm.m-w. Chocz,pleszewski,380,25,262,485,350,wielkopolskie,:,4741,855,"18,03%",1502
gm.m-w. Zagórz,sanocki,869,73,565,1149,853,podkarpackie,:,13072,2356,"18,02%",3509
gm.w. Trzebielino,bytowski,259,16,214,383,290,pomorskie,:,3706,668,"18,02%",1162
gm.w. Lelkowo,braniewski,201,9,133,274,219,warmińsko-mazurskie,:,2763,498,"18,02%",836
gm.m-w. Bierutów,oleśnicki,774,42,624,1070,839,dolnośląskie,:,9873,1778,"18,01%",3349
gm.m-w. Pniewy,szamotulski,877,94,1019,1689,1073,wielkopolskie,:,12643,2277,"18,01%",4752
gm.w. Daszyna,łęczycki,353,17,193,338,318,łódzkie,:,3827,689,18%,1219
gm.w. Szczawin Kościelny,gostyniński,370,11,236,457,338,mazowieckie,:,4839,871,18%,1412
gm.w. Książki,wąbrzeski,336,9,221,403,343,kujawsko-pomorskie,:,4141,745,"17,99%",1312
gm.w. Szczerców,bełchatowski,598,27,402,787,532,łódzkie,:,8209,1477,"17,99%",2346
gm.w. Tomaszów Mazowiecki,tomaszowski,702,107,798,1455,835,łódzkie,:,11251,2024,"17,99%",3897
gm.w. Łąck,płocki,369,28,336,611,380,mazowieckie,:,5376,967,"17,99%",1724
gm.w. Gorlice,gorlicki,1117,105,1039,1770,1099,małopolskie,:,17271,3105,"17,98%",5130
gm.m-w. Mordy,siedlecki,474,29,267,555,447,mazowieckie,:,5716,1028,"17,98%",1772
gm.w. Medyka,przemyski,346,45,350,617,487,podkarpackie,:,6559,1179,"17,98%",1845
gm.m-w. Stąporków,konecki,1490,56,748,1458,1447,świętokrzyskie,:,16475,2962,"17,98%",5199
gm.w. Bałtów,ostrowiecki,313,7,151,282,316,świętokrzyskie,:,3349,602,"17,98%",1069
gm.m-w. Olecko,olecki,1702,111,1216,2129,1832,warmińsko-mazurskie,:,21957,3948,"17,98%",6990
gm.m-w. Pasym,szczycieński,355,25,275,547,443,warmińsko-mazurskie,:,5294,952,"17,98%",1645
gm.w. Dźwierzuty,szczycieński,473,23,327,691,545,warmińsko-mazurskie,:,6463,1161,"17,96%",2059
gm.m-w. Błaszki,sieradzki,1243,61,758,1525,1063,łódzkie,:,14373,2580,"17,95%",4650
gm.w. Olszanka,łosicki,233,10,132,257,234,mazowieckie,:,2914,523,"17,95%",866
gm.m-w. Kolbuszowa,kolbuszowski,1485,111,1237,1967,1343,podkarpackie,:,24638,4422,"17,95%",6143
gm.w. Lipusz,kościerski,219,23,220,449,254,pomorskie,:,3772,677,"17,95%",1165
gm.w. Bliżyn,skarżyski,659,24,412,769,591,świętokrzyskie,:,7995,1435,"17,95%",2455
gm.m-w. Kłecko,gnieźnieński,513,34,451,855,596,wielkopolskie,:,7431,1334,"17,95%",2449
gm.m-w. Skępe,lipnowski,503,21,356,734,584,kujawsko-pomorskie,:,7470,1340,"17,94%",2198
gm.w. Miedźna,pszczyński,722,87,1246,2002,1292,śląskie,:,16660,2989,"17,94%",5349
gm.w. Wohyń,radzyński,541,38,261,549,482,lubelskie,:,6501,1165,"17,92%",1871
gm.w. Stare Kurowo,strzelecko-drezdenecki,323,32,313,433,382,lubuskie,:,4034,723,"17,92%",1483
gm.w. Płaska,augustowski,224,12,150,324,191,podlaskie,:,2590,464,"17,92%",901
gm.w. Chynów,grójecki,724,81,718,1336,869,mazowieckie,:,9853,1765,"17,91%",3728
gm.w. Przeworsk,przeworski,871,65,732,1392,874,podkarpackie,:,14851,2660,"17,91%",3934
gm.w. Płośnica,działdowski,452,41,334,594,423,warmińsko-mazurskie,:,5540,992,"17,91%",1844
gm.w. Mirzec,starachowicki,655,45,479,865,609,świętokrzyskie,:,8225,1472,"17,90%",2653
gm.m-w. Śmigiel,kościański,1267,88,1264,1897,1321,wielkopolskie,:,17489,3130,"17,90%",5837
gm.w. Wietrzychowice,tarnowski,279,5,115,273,241,małopolskie,:,3924,702,"17,89%",913
gm.w. Skołyszyn,jasielski,845,59,547,1038,767,podkarpackie,:,12518,2240,"17,89%",3256
gm.w. Duszniki,szamotulski,614,77,743,1165,708,wielkopolskie,:,9179,1642,"17,89%",3307
gm.w. Wieniawa,przysuski,426,13,222,528,405,mazowieckie,:,5256,940,"17,88%",1594
gm.w. Rudnik,raciborski,374,42,279,474,263,śląskie,:,5150,921,"17,88%",1432
gm.w. Radomsko,radomszczański,390,40,314,613,349,łódzkie,:,5546,991,"17,87%",1706
gm.m-w. Górzno,brodnicki,256,14,238,452,312,kujawsko-pomorskie,:,3931,702,"17,86%",1272
gm.w. Dubiecko,przemyski,632,45,437,827,491,podkarpackie,:,9139,1632,"17,86%",2432
gm.w. Gościeradów,kraśnicki,559,21,327,599,496,lubelskie,:,7153,1277,"17,85%",2002
gm.w. Kościerzyna,kościerski,863,127,1165,2022,1073,pomorskie,:,16196,2891,"17,85%",5250
gm.m-w. Radzyń Chełmiński,grudziądzki,317,23,245,468,357,kujawsko-pomorskie,:,4608,822,"17,84%",1410
gm.m-w. Biała Rawska,rawski,899,52,532,933,784,łódzkie,:,11239,2005,"17,84%",3200
gm.m-w. Tłuszcz,wołomiński,1197,123,1470,2585,1472,mazowieckie,:,20104,3585,"17,83%",6847
gm.w. Wojciechowice,opatowski,316,20,200,354,307,świętokrzyskie,:,3988,711,"17,83%",1197
gm.m-w. Dobra,łobeski,357,12,179,382,363,zachodniopomorskie,:,4353,776,"17,83%",1293
gm.w. Nowe Piekuty,wysokomazowiecki,332,20,172,288,237,podlaskie,:,3816,680,"17,82%",1049
gm.w. Dubeninki,gołdapski,270,18,136,285,222,warmińsko-mazurskie,:,2857,509,"17,82%",931
gm.m-w. Trzcińsko-Zdrój,gryfiński,441,25,283,522,415,zachodniopomorskie,:,5174,922,"17,82%",1686
gm.m-w. Przedbórz,radomszczański,560,30,381,637,546,łódzkie,:,7052,1256,"17,81%",2154
gm.w. Wiskitki,żyrardowski,677,55,564,1191,772,mazowieckie,:,9853,1755,"17,81%",3259
gm.m-w. Ostrów Lubelski,lubartowski,354,20,250,443,370,lubelskie,:,5226,930,"17,80%",1437
gm.w. Jabłonna,lubelski,500,44,453,915,523,lubelskie,:,8107,1443,"17,80%",2435
gm.w. Krzyżanów,kutnowski,350,30,303,522,360,łódzkie,:,4202,748,"17,80%",1565
gm.w. Milejczyce,siemiatycki,201,4,39,100,100,podlaskie,:,1702,303,"17,80%",444
gm.m-w. Człopa,wałecki,405,27,295,509,435,zachodniopomorskie,:,4871,867,"17,80%",1671
gm.w. Piekoszów,kielecki,916,109,1155,2064,1151,świętokrzyskie,:,16433,2924,"17,79%",5395
gm.w. Lądek,słupecki,468,29,386,667,508,wielkopolskie,:,5750,1023,"17,79%",2058
gm.w. Borkowice,przysuski,382,10,206,380,356,mazowieckie,:,4234,753,"17,78%",1334
gm.w. Świekatowo,świecki,251,16,224,371,262,kujawsko-pomorskie,:,3640,647,"17,77%",1124
gm.w. Lipowiec Kościelny,mławski,363,18,245,584,339,mazowieckie,:,4805,854,"17,77%",1549
gm.w. Korytnica,węgrowski,508,21,290,560,420,mazowieckie,:,6128,1089,"17,77%",1799
gm.m-w. Goniądz,moniecki,378,17,213,407,338,podlaskie,:,4897,870,"17,77%",1353
gm.w. Krokowa,pucki,646,48,684,1173,772,pomorskie,:,10810,1921,"17,77%",3323
gm.w. Janowo,nidzicki,205,16,126,229,194,warmińsko-mazurskie,:,2633,468,"17,77%",770
gm.w. Czarnków,czarnkowsko-trzcianecki,705,74,867,1430,826,wielkopolskie,:,11471,2038,"17,77%",3902
gm.w. Koniusza,proszowicki,635,45,609,967,682,małopolskie,:,8987,1596,"17,76%",2938
gm.w. Stryszawa,suski,912,99,1027,1557,941,małopolskie,:,11926,2118,"17,76%",4536
gm.m-w. Zbąszyń,nowotomyski,1018,65,767,1378,968,wielkopolskie,:,13804,2451,"17,76%",4196
gm.w. Świedziebnia,brodnicki,392,33,315,504,346,kujawsko-pomorskie,:,5116,908,"17,75%",1590
gm.w. Krasocin,włoszczowski,891,46,548,1016,799,świętokrzyskie,:,10610,1883,"17,75%",3300
gm.m-w. Nowe Skalmierzyce,ostrowski,1025,112,1200,1897,1169,wielkopolskie,:,15625,2773,"17,75%",5403
gm.w. Sobolew,garwoliński,497,41,518,839,568,mazowieckie,:,8173,1450,"17,74%",2463
gm.m-w. Iwonicz-Zdrój,krośnieński,685,41,506,941,628,podkarpackie,:,10787,1914,"17,74%",2801
gm.w. Miedzichowo,nowotomyski,319,13,264,474,318,wielkopolskie,:,3737,663,"17,74%",1388
gm.m-w. Ujście,pilski,682,71,595,1047,739,wielkopolskie,:,7946,1410,"17,74%",3134
gm.w. Uchanie,hrubieszowski,382,17,196,342,309,lubelskie,:,4478,794,"17,73%",1246
gm.w. Świnna,żywiecki,571,44,491,942,537,śląskie,:,8054,1428,"17,73%",2585
gm.w. Granowo,grodziski,372,48,431,687,408,wielkopolskie,:,5087,902,"17,73%",1946
gm.w. Naruszewo,płoński,454,31,394,680,454,mazowieckie,:,6298,1116,"17,72%",2013
gm.w. Solec-Zdrój,buski,454,27,298,537,406,świętokrzyskie,:,5033,892,"17,72%",1722
gm.w. Jedwabno,szczycieński,273,12,216,434,277,warmińsko-mazurskie,:,3611,640,"17,72%",1212
gm.m-w. Kowalewo Pomorskie,golubsko-dobrzyński,865,85,791,1225,884,kujawsko-pomorskie,:,11416,2022,"17,71%",3850
gm.w. Borzechów,lubelski,248,8,168,333,246,lubelskie,:,3777,669,"17,71%",1003
gm.w. Dąbrowice,kutnowski,156,7,104,172,149,łódzkie,:,1897,336,"17,71%",588
gm.w. Radzanowo,płocki,514,50,488,1121,526,mazowieckie,:,8532,1511,"17,71%",2699
gm.m-w. Węgorzyno,łobeski,541,38,412,783,524,zachodniopomorskie,:,6856,1214,"17,71%",2298
gm.w. Unisław,chełmiński,523,38,445,836,614,kujawsko-pomorskie,:,6989,1237,"17,70%",2456
gm.w. Białogard,białogardzki,386,44,431,809,540,zachodniopomorskie,:,7543,1335,"17,70%",2210
gm.w. Stara Dąbrowa,stargardzki,229,15,207,370,308,zachodniopomorskie,:,3717,658,"17,70%",1129
gm.w. Nowa Ruda,kłodzki,855,74,718,1272,1005,dolnośląskie,:,11440,2024,"17,69%",3924
gm.m-w. Szczebrzeszyn,zamojski,864,36,522,940,852,lubelskie,:,11083,1961,"17,69%",3214
gm.m-w. Cybinka,słubicki,438,66,467,829,541,lubuskie,:,6474,1145,"17,69%",2341
gm.w. Brody,żarski,224,42,222,369,293,lubuskie,:,3364,595,"17,69%",1150
gm.m-w. Lubowidz,żuromiński,584,19,393,672,520,mazowieckie,:,6796,1202,"17,69%",2188
gm.m-w. Warta,sieradzki,1008,48,636,1257,921,łódzkie,:,12510,2210,"17,67%",3870
gm.w. Ciechanów,ciechanowski,405,58,578,971,480,mazowieckie,:,7159,1265,"17,67%",2492
gm.w. Gniewoszów,kozienicki,328,12,194,307,328,mazowieckie,:,3842,679,"17,67%",1169
gm.w. Powidz,słupecki,197,11,158,289,175,wielkopolskie,:,2320,410,"17,67%",830
gm.w. Jasieniec,grójecki,440,37,286,600,371,mazowieckie,:,5356,946,"17,66%",1734
gm.w. Świercze,pułtuski,319,13,283,492,324,mazowieckie,:,4643,820,"17,66%",1431
gm.w. Fajsławice,krasnostawski,423,14,216,382,333,lubelskie,:,4549,803,"17,65%",1368
gm.m-w. Zawadzkie,strzelecki,889,67,685,996,718,opolskie,:,11206,1978,"17,65%",3355
gm.w. Orły,przemyski,524,46,497,846,595,podkarpackie,:,8873,1566,"17,65%",2508
gm.w. Kołaki Kościelne,zambrowski,171,6,109,190,164,podlaskie,:,2300,406,"17,65%",640
gm.w. Strzelce Wielkie,pajęczański,364,13,225,439,378,łódzkie,:,4540,801,"17,64%",1419
gm.w. Kościan,kościański,989,121,1317,2185,1269,wielkopolskie,:,16204,2858,"17,64%",5881
gm.m-w. Płoty,gryficki,584,51,479,871,734,zachodniopomorskie,:,8721,1538,"17,64%",2719
gm.m-w. Olszyna,lubański,530,34,297,640,514,dolnośląskie,:,6472,1141,"17,63%",2015
gm.w. Bielice,pyrzycki,199,32,233,437,242,zachodniopomorskie,:,3142,554,"17,63%",1143
gm.m-w. Szczytna,kłodzki,538,23,342,692,727,dolnośląskie,:,7185,1266,"17,62%",2322
gm.m-w. Krasnobród,zamojski,561,36,388,714,534,lubelskie,:,7022,1237,"17,62%",2233
gm.w. Nowa Karczma,kościerski,405,46,432,709,463,pomorskie,:,7057,1243,"17,61%",2055
gm.m-w. Pelplin,tczewski,1049,54,982,1651,1197,pomorskie,:,16021,2819,"17,60%",4933
gm.w. Banie,gryfiński,441,34,368,687,544,zachodniopomorskie,:,6253,1100,"17,59%",2074
gm.m-w. Pieszyce,dzierżoniowski,785,72,470,942,752,dolnośląskie,:,9318,1638,"17,58%",3021
m. Piława Górna,dzierżoniowski,537,46,282,528,530,dolnośląskie,:,6364,1119,"17,58%",1923
gm.w. Rojewo,inowrocławski,337,23,285,512,379,kujawsko-pomorskie,:,4723,830,"17,57%",1536
gm.w. Wieczfnia Kościelna,mławski,311,14,158,364,287,mazowieckie,:,3996,702,"17,57%",1134
gm.w. Radziechowy-Wieprz,żywiecki,825,50,790,1305,929,śląskie,:,13068,2296,"17,57%",3899
gm.w. Smętowo Graniczne,starogardzki,350,25,279,454,415,pomorskie,:,5171,908,"17,56%",1523
gm.m-w. Sanniki,gostyniński,502,17,293,503,474,mazowieckie,:,5972,1048,"17,55%",1789
gm.m-w. Bisztynek,bartoszycki,461,34,327,645,578,warmińsko-mazurskie,:,6198,1088,"17,55%",2045
gm.w. Lisków,kaliski,472,17,234,467,346,wielkopolskie,:,5161,906,"17,55%",1536
gm.w. Dolice,stargardzki,541,48,476,814,582,zachodniopomorskie,:,7700,1351,"17,55%",2461
